claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
1669,There is long-term correlation between CO2 and global temperature; other effects are short-term.,1,An Inconvenient Truth:125,SUPPORTS,An Inconvenient Truth,"Gore's use of long ice core records of CO2 and temperature (from oxygen isotope measurements) in Antarctic ice cores to illustrate the correlation between the two drew some scrutiny; Schmidt, Steig and Michael E. Mann back up Gore's data.",0,SUPPORTS,SUPPORTS,,,,Climate change (general concept):78,SUPPORTS,Climate change (general concept),"During the glacial cycles, there was a high correlation between CO 2 concentrations and temperatures.",0,SUPPORTS,SUPPORTS,,,,El Niño–Southern Oscillation:113,SUPPORTS,El Niño–Southern Oscillation,El Niño events cause short-term (approximately 1 year in length) spikes in global average surface temperature while La Niña events cause short term cooling.,0,SUPPORTS,SUPPORTS,,,,Little Ice Age:164,SUPPORTS,Little Ice Age,"This trend could be extrapolated to continue into the future, possibly leading to a full ice age, but the twentieth-century instrumental temperature record shows a sudden reversal of this trend, with a rise in global temperatures attributed to greenhouse gas emissions.",0,SUPPORTS,SUPPORTS,,,,Paleoclimatology:148,SUPPORTS,Paleoclimatology,"There is also a close correlation between CO2 and temperature, where CO2 has a strong control over global temperatures in Earth history.",0,SUPPORTS,SUPPORTS,,,
1670,Scientists have determined that the factors which caused the Little Ice Age cooling are not currently causing global warming.,0,Global warming:24,NOT_ENOUGH_INFO,Global warming,"Historical patterns of warming and cooling, like the Medieval Climate Anomaly and the Little Ice Age, were not as synchronous as current warming, but may have reached temperatures as high as those of the late-20th century in a limited set of regions.",0.636514168,NOT_ENOUGH_INFO,REFUTES,NOT_ENOUGH_INFO,,,Global warming:276,SUPPORTS,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.636514168,SUPPORTS,REFUTES,SUPPORTS,,,Global warming:52,SUPPORTS,Global warming,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.",0.636514168,SUPPORTS,REFUTES,SUPPORTS,,,Ice age:148,NOT_ENOUGH_INFO,Ice age,"The consensus theory of the scientific community is that the resulting greenhouse effect is a principal cause of the increase in global warming which has occurred over the same period, and a chief contributor to the accelerated melting of the remaining glaciers and polar ice.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,James Hansen:61,NOT_ENOUGH_INFO,James Hansen,"The temperature data was updated in 2006 to report that temperatures are now 0.8 °C warmer than a century ago, and concluded that the recent global warming is a real climate change and not an artifact from the urban heat island effect.",0.636514168,NOT_ENOUGH_INFO,REFUTES,NOT_ENOUGH_INFO,,
1672,Global temperature is still rising and 2010 was the hottest recorded.,1,2010 Northern Hemisphere heat waves:288,SUPPORTS,2010 Northern Hemisphere heat waves,"In Israel, the year 2010 was the hottest on record, and average temperatures were 2-3 degrees Celsius higher than the average.",0,SUPPORTS,SUPPORTS,,,,Global warming:0,SUPPORTS,Global warming,Global warming is the long-term rise in the average temperature of the Earth's climate system.,0,SUPPORTS,SUPPORTS,,,,Global warming:146,NOT_ENOUGH_INFO,Global warming,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:22,SUPPORTS,Global warming,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0,SUPPORTS,SUPPORTS,,,,Moscow:209,SUPPORTS,Moscow,"The highest temperature ever recorded was 38.2 °C (100.8 °F) at the VVC weather station and 39.0 °C (102.2 °F) in the center of Moscow and Domodedovo airport on July 29, 2010 during the unusual 2010 Northern Hemisphere summer heat waves.",0,SUPPORTS,SUPPORTS,,,
1674,"Early 20th century warming is due to several causes, including rising CO2.",0,20th century:366,SUPPORTS,20th century,"The largest contribution to total radiative forcing is caused by the increase in the atmospheric concentration of CO2 since 1750.""",0,,SUPPORTS,SUPPORTS,,,20th century:6,NOT_ENOUGH_INFO,20th century,"The average global temperature on Earth has increased by about 0.8° Celsius (1.4° Fahrenheit) since 1880; Two-thirds of the warming has occurred since 1975, at a rate of roughly 0.15-0.20 °C per decade.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,20th century:94,SUPPORTS,20th century,"One argument is that of global warming occurring due to human-caused emission of greenhouse gases, particularly carbon dioxide produced by the burning of fossil fuels.",0,,SUPPORTS,SUPPORTS,,,Global warming:218,NOT_ENOUGH_INFO,Global warming,CO2 emissions are continuing to rise due to the burning of fossil fuels and land-use change.,0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,James Hansen:246,SUPPORTS,James Hansen,"Decades ago, they correctly predicted how much Earth's temperature would rise due to increasing atmospheric CO2.",0,,SUPPORTS,SUPPORTS,,
1675,The most recent satellite data show that the earth as a whole is warming.,1,Earth:1532,NOT_ENOUGH_INFO,Earth,"""Evidence is now 'unequivocal' that humans are causing global warming – UN report"".",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Earth:316,NOT_ENOUGH_INFO,Earth,"This is predicted to produce changes such as the melting of glaciers and ice sheets, more extreme temperature ranges, significant changes in weather and a global rise in average sea levels.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Global cooling:2,SUPPORTS,Global cooling,The current scientific consensus on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm.,0,SUPPORTS,SUPPORTS,,,,James Hansen:61,NOT_ENOUGH_INFO,James Hansen,"The temperature data was updated in 2006 to report that temperatures are now 0.8 °C warmer than a century ago, and concluded that the recent global warming is a real climate change and not an artifact from the urban heat island effect.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Sea level rise:22,NOT_ENOUGH_INFO,Sea level rise,"The last time the Earth was 2 °C (3.6 °F) warmer than pre-industrial temperatures, sea levels were at least 5 metres (16 ft) higher than now: this was when warming because of changes in the amount of sunlight due to slow changes in the Earth's orbit caused the last interglacial.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
1677,A cold day in Chicago in winter has nothing to do with the trend of global warming.,0,Chicago:153,SUPPORTS,Chicago,"The lake also provides another positive effect: moderating Chicago's climate, making waterfront neighborhoods slightly warmer in winter and cooler in summer.",0,,SUPPORTS,SUPPORTS,,,Climate change in the United States:198,NOT_ENOUGH_INFO,Climate change in the United States,In it was the prediction that on our current course the planet will warm a disastrous seven degrees Fahrenheit (or about 3.9 degrees Celsius) by the end of this century.,0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Global warming:0,NOT_ENOUGH_INFO,Global warming,Global warming is the long-term rise in the average temperature of the Earth's climate system.,0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,Global warming:1868,NOT_ENOUGH_INFO,Global warming,"""What caused the recent ""Warm Arctic, Cold Continents"" trend pattern in winter temperatures?"".",0.693147181,,NOT_ENOUGH_INFO,REFUTES,,,Global warming:276,NOT_ENOUGH_INFO,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.693147181,,NOT_ENOUGH_INFO,REFUTES,,
1678,No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,1,Global warming:49,NOT_ENOUGH_INFO,Global warming,Attributing detected temperature changes and extreme events to human-caused increases in greenhouse gases requires scientists to rule out known internal climate variability and natural external forcings.,0.562335145,SUPPORTS,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Global warming:59,NOT_ENOUGH_INFO,Global warming,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.",0.562335145,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,SUPPORTS,Global warming:6,NOT_ENOUGH_INFO,Global warming,"The largest human influence has been the emission of greenhouse gases such as carbon dioxide, methane, and nitrous oxide.",0.562335145,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,SUPPORTS,Global warming:832,NOT_ENOUGH_INFO,Global warming,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.""",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Scientific consensus on climate change:511,SUPPORTS,Scientific consensus on climate change,"The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.""",0,SUPPORTS,SUPPORTS,SUPPORTS,,SUPPORTS
1684,The 2nd law of thermodynamics is consistent with the greenhouse effect which is directly observed.,0,Second law of thermodynamics:283,NOT_ENOUGH_INFO,Second law of thermodynamics,"This does not conflict with notions that have been observed of the fundamental laws of physics, namely CPT symmetry, since the second law applies statistically, it is hypothesized, on time-asymmetric boundary conditions.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Second law of thermodynamics:374,NOT_ENOUGH_INFO,Second law of thermodynamics,This law is the basis of temperature.,0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Thermodynamics:86,SUPPORTS,Thermodynamics,"The second law is an observation of the fact that over time, differences in temperature, pressure, and chemical potential tend to even out in a physical system that is isolated from the outside world.",0,SUPPORTS,SUPPORTS,,,,Thermodynamics:93,NOT_ENOUGH_INFO,Thermodynamics,"There are many versions of the second law, but they all have the same effect, which is to explain the phenomenon of irreversibility in nature.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Water vapor:125,NOT_ENOUGH_INFO,Water vapor,"This greenhouse forcing is directly observable, via distinct spectral features versus water vapor, and observed to be rising with rising CO 2 levels.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
1685,Weather and climate are different; climate predictions do not need weather detail.,1,Chaos theory:140,NOT_ENOUGH_INFO,Chaos theory,"Lorenz's discovery, which gave its name to Lorenz attractors, showed that even detailed atmospheric modelling cannot, in general, make precise long-term weather predictions.",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,,Climate:65,REFUTES,Climate,A humid continental climate is marked by variable weather patterns and a large seasonal temperature variance.,0,REFUTES,REFUTES,,,,European Centre for Medium-Range Weather Forecasts:32,NOT_ENOUGH_INFO,European Centre for Medium-Range Weather Forecasts,"Reanalysis provides a four-dimensional picture of the atmosphere and effectively allows monitoring of the variability and change of global climate, thereby contributing also to the understanding and attribution of climate change.",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,,Met Office:2,REFUTES,Met Office,The Met Office makes meteorological predictions across all timescales from weather forecasts to climate change.,0,REFUTES,REFUTES,,,,Scientific consensus on climate change:137,NOT_ENOUGH_INFO,Scientific consensus on climate change,"Documented long-term climate changes include changes in Arctic temperatures and ice, widespread changes in precipitation amounts, ocean salinity, wind patterns and extreme weather including droughts, heavy precipitation, heat waves and the intensity of tropical cyclones.",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,
1688,Those who contribute the least greenhouse gases will be most impacted by climate change.,0,Global warming:213,SUPPORTS,Global warming,"Many of the countries that have contributed least to global greenhouse gas emissions are among the most vulnerable to climate change, which raises questions about justice and fairness with regard to mitigation and adaptation.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Global warming:6,NOT_ENOUGH_INFO,Global warming,"The largest human influence has been the emission of greenhouse gases such as carbon dioxide, methane, and nitrous oxide.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Greenhouse gas:229,NOT_ENOUGH_INFO,Greenhouse gas,"Cumulative anthropogenic (i.e., human-emitted) emissions of CO 2 from fossil fuel use are a major cause of global warming, and give some indication of which countries have contributed most to human-induced climate change.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,,Holocene extinction:133,NOT_ENOUGH_INFO,Holocene extinction,"Large populations of megaherbivores have the potential to contribute greatly to the atmospheric concentration of methane, which is an important greenhouse gas.",0.636514168,NOT_ENOUGH_INFO,REFUTES,NOT_ENOUGH_INFO,,,Holocene extinction:205,NOT_ENOUGH_INFO,Holocene extinction,"However, damage to peatland contributes to 4% of global greenhouse gas emissions, and 8% of those caused by burning fossil fuels.",0.636514168,NOT_ENOUGH_INFO,REFUTES,NOT_ENOUGH_INFO,,
1689,Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative.,1,Evidence-based medicine:126,NOT_ENOUGH_INFO,Evidence-based medicine,Large effect: This is when methodologically strong studies show that the observed effect is so large that the probability of it changing completely is less likely.,0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Evidence-based medicine:92,NOT_ENOUGH_INFO,Evidence-based medicine,"A 2007 analysis of 1,016 systematic reviews from all 50 Cochrane Collaboration Review Groups found that 44% of the reviews concluded that the intervention was likely to be beneficial, 7% concluded that the intervention was likely to be harmful, and 49% concluded that evidence did not support either benefit or harm.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Evidence:1,NOT_ENOUGH_INFO,Evidence,This support may be strong or weak.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Global warming controversy:219,SUPPORTS,Global warming controversy,Other analyses have found that the iris effect is a positive feedback rather than the negative feedback proposed by Lindzen.,0,SUPPORTS,SUPPORTS,,,,Global warming controversy:226,NOT_ENOUGH_INFO,Global warming controversy,"One theory is that the climate may reach a ""tipping point"" where positive feedback effects lead to runaway global warming; such feedbacks include decreased reflection of solar radiation as sea ice melts, exposing darker seawater, and the potential release of large volumes of methane from thawing permafrost.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
